2389.0	0	1	-378.0	-3.0	
1645.0	0	1	-353.0	-3.0	
1552.0	0	1	-536.0	-4.0	
1428.0	0	1	-488.0	-4.0	
2854.0	0	1	-171.0	-2.0	
1676.0	0	1	-264.0	-2.0	
1242.0	0	1	-546.0	-5.0	
1645.0	1	0	28.0	1.0	
1707.0	0	1	-331.0	-3.0	
1738.0	0	1	-320.0	-2.0	
1025.0	0	1	-404.0	-4.0	
1242.0	0	1	-353.0	-3.0	
1490.0	0	1	-172.0	-2.0	
1273.0	0	1	-341.0	-4.0	
901.0	0	1	-491.0	-5.0	
1087.0	0	1	-565.0	-5.0	
2265.0	0	1	-292.0	-3.0	
1025.0	0	1	-426.0	-5.0	
777.0	0	1	-469.0	-5.0	
1428.0	0	1	-211.0	-2.0	
839.0	0	1	-453.0	-3.0	
1397.0	0	1	-219.0	-2.0	
1397.0	0	1	-323.0	-2.0	
1087.0	0	1	-549.0	-4.0	
839.0	0	1	-436.0	-4.0	
839.0	0	1	-396.0	-4.0	
1707.0	0	1	-247.0	-2.0	
1676.0	0	1	-195.0	-2.0	
1583.0	0	1	-176.0	-2.0	
1521.0	0	1	-244.0	-2.0	
1087.0	0	1	-536.0	-5.0	
1397.0	0	1	-323.0	-3.0	
1521.0	0	1	-147.0	-1.0	
994.0	0	1	-84.0	-2.0	
2296.0	0	1	-117.0	-2.0	
1056.0	0	1	-346.0	-3.0	
1738.0	0	1	-318.0	-3.0	
1986.0	0	1	-464.0	-4.0	
1831.0	0	1	-62.0	-1.0	
1056.0	0	1	-623.0	-5.0	
1304.0	0	1	-500.0	-4.0	
1583.0	1	0	19.0	1.0	
1180.0	0	1	-414.0	-4.0	
808.0	0	1	-382.0	-4.0	
1118.0	0	1	-315.0	-3.0	
932.0	0	1	-458.0	-4.0	
1273.0	0	1	-327.0	-3.0	
1304.0	0	1	-489.0	-4.0	
1986.0	0	1	-225.0	-2.0	
1552.0	0	1	-223.0	-2.0	
839.0	0	1	-558.0	-5.0	
839.0	0	1	-507.0	-5.0	
1304.0	0	1	-350.0	-2.0	
994.0	1	0	136.0	3.0	
994.0	0	1	-508.0	-4.0	
839.0	0	1	-436.0	-5.0	
1180.0	0	1	-279.0	-2.0	
994.0	0	1	-416.0	-4.0	
1366.0	0	1	-462.0	-4.0	
2017.0	0	1	-283.0	-2.0	
2203.0	0	1	-508.0	-4.0	
1211.0	0	1	-398.0	-3.0	
1428.0	1	0	63.0	2.0	
1180.0	0	1	-295.0	-3.0	
1211.0	0	1	-289.0	-2.0	
1459.0	0	1	-53.0	-1.0	
1242.0	0	1	-357.0	-3.0	
1025.0	0	1	-384.0	-4.0	
1397.0	0	1	-355.0	-3.0	
932.0	0	1	-442.0	-5.0	
1521.0	0	1	-145.0	-1.0	
1149.0	0	1	-442.0	-5.0	
1211.0	0	1	-188.0	-2.0	
1955.0	0	1	-360.0	-3.0	
1211.0	1	0	257.0	4.0	
1335.0	0	1	-424.0	-4.0	
1118.0	0	1	-437.0	-4.0	
870.0	0	1	-477.0	-4.0	
1025.0	0	1	-402.0	-3.0	
1521.0	0	1	-269.0	-2.0	
1025.0	0	1	-222.0	-2.0	
1180.0	0	1	-382.0	-3.0	
963.0	0	1	-572.0	-5.0	
1366.0	0	1	-592.0	-4.0	
1769.0	0	1	-284.0	-2.0	
1056.0	0	1	-354.0	-3.0	
1893.0	1	0	2.0	1.0	
1242.0	0	1	-330.0	-2.0	
1428.0	0	1	-25.0	-1.0	
1149.0	1	0	194.0	3.0	
901.0	0	1	-393.0	-4.0	
1552.0	0	1	-190.0	-2.0	
1428.0	0	1	-40.0	-1.0	
1273.0	0	1	-14.0	-1.0	
901.0	0	1	-334.0	-3.0	
901.0	0	1	-450.0	-4.0	
1211.0	1	0	198.0	3.0	
1707.0	0	1	-320.0	-3.0	
1614.0	0	1	-485.0	-4.0	
1552.0	0	1	-247.0	-2.0	
1056.0	1	0	249.0	3.0	
1397.0	0	1	-299.0	-3.0	
2358.0	0	1	-101.0	-1.0	
963.0	0	1	-524.0	-5.0	
1800.0	1	0	39.0	1.0	
5551.0	1	0	34.0	1.0	
870.0	0	1	-420.0	-5.0	
1180.0	0	1	-436.0	-4.0	
1614.0	0	1	-27.0	-1.0	
1335.0	0	1	-466.0	-4.0	
1645.0	0	1	-42.0	-1.0	
2017.0	0	1	-460.0	-3.0	
1242.0	0	1	-295.0	-3.0	
1149.0	0	1	-401.0	-3.0	
1428.0	0	1	-90.0	-1.0	
1273.0	0	1	-282.0	-3.0	
994.0	0	1	-451.0	-4.0	
1087.0	0	1	-238.0	-3.0	
870.0	0	1	-447.0	-5.0	
1149.0	0	1	-453.0	-4.0	
1397.0	0	1	-227.0	-2.0	
1366.0	0	1	-289.0	-2.0	
1831.0	0	1	-123.0	-1.0	
1118.0	0	1	-418.0	-4.0	
1211.0	0	1	-549.0	-5.0	
1800.0	0	1	-336.0	-3.0	
808.0	0	1	-470.0	-4.0	
1459.0	0	1	-306.0	-2.0	
1273.0	0	1	-551.0	-4.0	
1180.0	0	1	-301.0	-3.0	
932.0	0	1	-422.0	-4.0	
1459.0	0	1	-165.0	-2.0	
1149.0	0	1	-185.0	-2.0	
1521.0	0	1	-113.0	-1.0	
808.0	0	1	-454.0	-4.0	
901.0	0	1	-348.0	-3.0	
1676.0	0	1	-163.0	-2.0	
1087.0	0	1	-494.0	-3.0	
994.0	0	1	-399.0	-4.0	
994.0	0	1	-516.0	-5.0	
1304.0	0	1	-304.0	-3.0	
1242.0	1	0	32.0	2.0	
1180.0	0	1	-272.0	-2.0	
1304.0	0	1	-476.0	-4.0	
1211.0	0	1	-323.0	-3.0	
1149.0	0	1	-427.0	-4.0	
1211.0	0	1	-365.0	-3.0	
1149.0	0	1	-249.0	-2.0	
1335.0	1	0	84.0	2.0	
2048.0	0	1	-194.0	-2.0	
1366.0	0	1	-108.0	-1.0	
1707.0	0	1	-410.0	-3.0	
1583.0	0	1	-343.0	-3.0	
1056.0	0	1	-482.0	-4.0	
1614.0	0	1	-145.0	-1.0	
2451.0	0	1	-71.0	-1.0	
1180.0	0	1	-526.0	-5.0	
1428.0	0	1	-518.0	-5.0	
1149.0	0	1	-174.0	-2.0	
1056.0	1	0	160.0	3.0	
1645.0	0	1	-373.0	-3.0	
1769.0	1	0	73.0	2.0	
1304.0	0	1	-521.0	-4.0	
1025.0	0	1	-513.0	-4.0	
1304.0	0	1	-416.0	-4.0	
1583.0	0	1	-160.0	-2.0	
1521.0	0	1	-19.0	-1.0	
1056.0	0	1	-404.0	-3.0	
1273.0	0	1	-197.0	-2.0	
1366.0	0	1	-223.0	-2.0	
1180.0	0	1	-453.0	-4.0	
1087.0	0	1	-466.0	-4.0	
1025.0	0	1	-507.0	-4.0	
1118.0	0	1	-442.0	-4.0	
1273.0	1	0	79.0	2.0	
